number,picname,Class,confidence
1250,c01250.jpg,Basketball,1.0
1251,c01251.jpg,Basketball,1.0
1252,c01252.jpg,Basketball,1.0
1253,c01253.jpg,Basketball,1.0
1254,c01254.jpg,Basketball,1.0
1255,c01255.jpg,Basketball,1.0
1256,c01256.jpg,Basketball,0.99
1257,c01257.jpg,Basketball,1.0
1258,c01258.jpg,Basketball,1.0
1259,c01259.jpg,Basketball,1.0
1260,c01260.jpg,Basketball,0.99
1261,c01261.jpg,Basketball,1.0
1262,c01262.jpg,Basketball,1.0
1263,c01263.jpg,Basketball,1.0
1264,c01264.jpg,Basketball,0.99
1265,c01265.jpg,Basketball,1.0
1266,c01266.jpg,Basketball,0.99
1267,c01267.jpg,Basketball,1.0
1268,c01268.jpg,Basketball,0.99
1269,c01269.jpg,Basketball,1.0
1270,c01270.jpg,Basketball,1.0
1271,c01271.jpg,Basketball,1.0
1272,c01272.jpg,Basketball,0.99
1273,c01273.jpg,Basketball,0.99
1274,c01274.jpg,Basketball,1.0
1275,c01275.jpg,Basketball,0.98
1276,c01276.jpg,Basketball,0.98
1277,c01277.jpg,Basketball,1.0
1278,c01278.jpg,Basketball,0.98
1279,c01279.jpg,Basketball,0.99
1280,c01280.jpg,Basketball,1.0
1281,c01281.jpg,Basketball,0.99
1282,c01282.jpg,Basketball,0.99
1283,c01283.jpg,Basketball,1.0
1284,c01284.jpg,Basketball,1.0
1285,c01285.jpg,Basketball,1.0
1286,c01286.jpg,Basketball,1.0
1287,c01287.jpg,Basketball,1.0
1288,c01288.jpg,Basketball,1.0
1289,c01289.jpg,Basketball,0.99
1290,c01290.jpg,Basketball,0.99
1291,c01291.jpg,Basketball,0.98
1292,c01292.jpg,Basketball,1.0
1293,c01293.jpg,Basketball,1.0
1294,c01294.jpg,Basketball,1.0
1295,c01295.jpg,Basketball,0.98
1296,c01296.jpg,Basketball,1.0
1297,c01297.jpg,Basketball,1.0
1298,c01298.jpg,Basketball,1.0
1299,c01299.jpg,Basketball,0.98
1300,c01300.jpg,Basketball,0.99
1301,c01301.jpg,Basketball,0.99
1302,c01302.jpg,Basketball,0.99
1303,c01303.jpg,Basketball,1.0
1304,c01304.jpg,Basketball,0.99
1305,c01305.jpg,Basketball,1.0
1306,c01306.jpg,Basketball,1.0
1307,c01307.jpg,Basketball,1.0
1308,c01308.jpg,Basketball,1.0
1309,c01309.jpg,Basketball,1.0
1310,c01310.jpg,Basketball,1.0
1311,c01311.jpg,Basketball,0.99
1312,c01312.jpg,Basketball,1.0
1313,c01313.jpg,Basketball,0.99
1314,c01314.jpg,Basketball,0.99
1315,c01315.jpg,Basketball,0.99
1316,c01316.jpg,Basketball,1.0
1317,c01317.jpg,Basketball,1.0
1318,c01318.jpg,Basketball,0.99
1319,c01319.jpg,Basketball,0.98
1320,c01320.jpg,Basketball,0.98
1321,c01321.jpg,Basketball,0.99
1322,c01322.jpg,Basketball,0.94
1323,c01323.jpg,Basketball,1.0
1324,c01324.jpg,Basketball,1.0
1325,c01325.jpg,Basketball,1.0
1326,c01326.jpg,Basketball,0.99
1327,c01327.jpg,Basketball,1.0
1328,c01328.jpg,Basketball,1.0
1329,c01329.jpg,Basketball,1.0
1330,c01330.jpg,Basketball,1.0
1331,c01331.jpg,Basketball,1.0
1332,c01332.jpg,Basketball,1.0
1333,c01333.jpg,Basketball,1.0
1334,c01334.jpg,Basketball,1.0
1335,c01335.jpg,Basketball,1.0
1336,c01336.jpg,Basketball,0.99
1337,c01337.jpg,Basketball,1.0
1338,c01338.jpg,Basketball,1.0
1339,c01339.jpg,Basketball,1.0
1340,c01340.jpg,Basketball,1.0
1341,c01341.jpg,Basketball,1.0
1342,c01342.jpg,Basketball,1.0
1343,c01343.jpg,Basketball,1.0
1344,c01344.jpg,Basketball,0.99
1345,c01345.jpg,Basketball,1.0
1346,c01346.jpg,Basketball,1.0
1347,c01347.jpg,Basketball,0.99
1348,c01348.jpg,Basketball,1.0
1349,c01349.jpg,Basketball,1.0
1350,c01350.jpg,Basketball,1.0
1351,c01351.jpg,Basketball,1.0
1352,c01352.jpg,Basketball,0.99
1353,c01353.jpg,Basketball,0.99
1354,c01354.jpg,Basketball,1.0
1355,c01355.jpg,Basketball,1.0
1356,c01356.jpg,Basketball,0.99
1357,c01357.jpg,Basketball,0.99
1358,c01358.jpg,Basketball,1.0
1359,c01359.jpg,Basketball,1.0
1360,c01360.jpg,Basketball,1.0
1361,c01361.jpg,Basketball,0.99
1362,c01362.jpg,Basketball,0.99
1363,c01363.jpg,Basketball,1.0
1364,c01364.jpg,Basketball,0.99
1365,c01365.jpg,Basketball,0.99
1366,c01366.jpg,Basketball,0.99
1367,c01367.jpg,Basketball,0.99
1368,c01368.jpg,Basketball,1.0
1369,c01369.jpg,Basketball,1.0
1370,c01370.jpg,Basketball,1.0
1371,c01371.jpg,Basketball,1.0
1372,c01372.jpg,Basketball,1.0
1373,c01373.jpg,Basketball,1.0
1374,c01374.jpg,Basketball,1.0
1375,c01375.jpg,Basketball,1.0
1376,c01376.jpg,Basketball,1.0
1377,c01377.jpg,Basketball,1.0
1378,c01378.jpg,Basketball,1.0
1379,c01379.jpg,Basketball,0.99
1380,c01380.jpg,Basketball,0.99
1381,c01381.jpg,Basketball,0.99
1382,c01382.jpg,Basketball,0.99
1383,c01383.jpg,Basketball,0.99
1384,c01384.jpg,Basketball,1.0
1385,c01385.jpg,Basketball,1.0
1386,c01386.jpg,Basketball,1.0
1387,c01387.jpg,Basketball,1.0
1388,c01388.jpg,Basketball,1.0
1389,c01389.jpg,Basketball,0.99
1390,c01390.jpg,Basketball,1.0
1391,c01391.jpg,Basketball,1.0
1392,c01392.jpg,Basketball,0.97
1393,c01393.jpg,Basketball,1.0
1394,c01394.jpg,Basketball,1.0
1395,c01395.jpg,Basketball,1.0
1396,c01396.jpg,Basketball,1.0
1397,c01397.jpg,Basketball,0.95
1398,c01398.jpg,Basketball,0.99
1399,c01399.jpg,Basketball,0.99
1400,c01400.jpg,Basketball,0.98
1401,c01401.jpg,Basketball,1.0
1402,c01402.jpg,Basketball,1.0
1403,c01403.jpg,Basketball,1.0
1404,c01404.jpg,Basketball,0.99
1405,c01405.jpg,Basketball,0.99
1406,c01406.jpg,Basketball,0.99
1407,c01407.jpg,Basketball,1.0
1408,c01408.jpg,Basketball,0.99
1409,c01409.jpg,Basketball,1.0
1410,c01410.jpg,Basketball,1.0
1411,c01411.jpg,Basketball,1.0
1412,c01412.jpg,Basketball,1.0
1413,c01413.jpg,Basketball,1.0
1414,c01414.jpg,Basketball,1.0
1415,c01415.jpg,Basketball,1.0
1416,c01416.jpg,Basketball,1.0
1417,c01417.jpg,Basketball,1.0
1418,c01418.jpg,Basketball,1.0
1419,c01419.jpg,Basketball,1.0
1420,c01420.jpg,Basketball,1.0
1421,c01421.jpg,Basketball,1.0
1422,c01422.jpg,Basketball,0.99
1423,c01423.jpg,Basketball,0.99
1424,c01424.jpg,Basketball,1.0
1425,c01425.jpg,Basketball,1.0
1426,c01426.jpg,Basketball,1.0
1427,c01427.jpg,Basketball,1.0
1428,c01428.jpg,Basketball,1.0
1429,c01429.jpg,Basketball,1.0
1430,c01430.jpg,Basketball,1.0
1431,c01431.jpg,Basketball,1.0
1432,c01432.jpg,Basketball,1.0
1433,c01433.jpg,Basketball,1.0
1434,c01434.jpg,Basketball,1.0
1435,c01435.jpg,Basketball,1.0
1436,c01436.jpg,Basketball,1.0
1437,c01437.jpg,Basketball,1.0
1438,c01438.jpg,Basketball,0.98
1439,c01439.jpg,Basketball,1.0
1441,c01441.jpg,Basketball,0.99
1442,c01442.jpg,Basketball,0.99
1444,c01444.jpg,Basketball,1.0
1445,c01445.jpg,Basketball,1.0
1446,c01446.jpg,Basketball,0.99
1447,c01447.jpg,Basketball,0.99
1448,c01448.jpg,Basketball,0.99
1449,c01449.jpg,Basketball,0.99
1450,c01450.jpg,Basketball,1.0
1451,c01451.jpg,Basketball,1.0
1452,c01452.jpg,Basketball,1.0
1453,c01453.jpg,Basketball,0.99
1454,c01454.jpg,Basketball,1.0
1455,c01455.jpg,Basketball,1.0
1456,c01456.jpg,Basketball,1.0
1457,c01457.jpg,Basketball,0.99
1458,c01458.jpg,Basketball,1.0
1618,c01618.jpg,Basketball,0.99
1619,c01619.jpg,Basketball,1.0
1620,c01620.jpg,Basketball,0.99
1621,c01621.jpg,Basketball,0.91
1627,c01627.jpg,Basketball,0.96
1628,c01628.jpg,Basketball,1.0
1629,c01629.jpg,Basketball,1.0
1630,c01630.jpg,Basketball,1.0
1631,c01631.jpg,Basketball,1.0
1632,c01632.jpg,Basketball,1.0
1633,c01633.jpg,Basketball,1.0
1634,c01634.jpg,Basketball,0.99
1635,c01635.jpg,Basketball,0.97
1637,c01637.jpg,Basketball,0.99
1638,c01638.jpg,Basketball,1.0
1639,c01639.jpg,Basketball,1.0
1640,c01640.jpg,Basketball,1.0
1641,c01641.jpg,Basketball,1.0
1642,c01642.jpg,Basketball,1.0
1643,c01643.jpg,Basketball,1.0
1644,c01644.jpg,Basketball,1.0
1645,c01645.jpg,Basketball,1.0
1646,c01646.jpg,Basketball,1.0
1647,c01647.jpg,Basketball,1.0
1648,c01648.jpg,Basketball,1.0
1649,c01649.jpg,Basketball,1.0
1650,c01650.jpg,Basketball,0.99
1651,c01651.jpg,Basketball,1.0
1652,c01652.jpg,Basketball,1.0
1653,c01653.jpg,Basketball,1.0
1654,c01654.jpg,Basketball,1.0
1655,c01655.jpg,Basketball,1.0
1656,c01656.jpg,Basketball,0.99
1657,c01657.jpg,Basketball,1.0
1658,c01658.jpg,Basketball,1.0
1659,c01659.jpg,Basketball,1.0
1660,c01660.jpg,Basketball,1.0
1661,c01661.jpg,Basketball,1.0
1662,c01662.jpg,Basketball,1.0
1663,c01663.jpg,Basketball,1.0
1664,c01664.jpg,Basketball,1.0
1665,c01665.jpg,Basketball,1.0
1666,c01666.jpg,Basketball,0.99
1667,c01667.jpg,Basketball,1.0
1668,c01668.jpg,Basketball,1.0
1669,c01669.jpg,Basketball,1.0
1670,c01670.jpg,Basketball,1.0
1671,c01671.jpg,Basketball,1.0
1672,c01672.jpg,Basketball,1.0
1673,c01673.jpg,Basketball,1.0
1674,c01674.jpg,Basketball,1.0
1675,c01675.jpg,Basketball,1.0
1676,c01676.jpg,Basketball,1.0
1677,c01677.jpg,Basketball,1.0
1678,c01678.jpg,Basketball,1.0
1679,c01679.jpg,Basketball,1.0
1680,c01680.jpg,Basketball,1.0
1681,c01681.jpg,Basketball,1.0
1682,c01682.jpg,Basketball,1.0
1683,c01683.jpg,Basketball,1.0
1684,c01684.jpg,Basketball,0.99
1685,c01685.jpg,Basketball,0.99
1686,c01686.jpg,Basketball,1.0
1687,c01687.jpg,Basketball,1.0
1688,c01688.jpg,Basketball,1.0
1689,c01689.jpg,Basketball,1.0
1690,c01690.jpg,Basketball,1.0
1691,c01691.jpg,Basketball,1.0
1692,c01692.jpg,Basketball,1.0
1693,c01693.jpg,Basketball,1.0
1694,c01694.jpg,Basketball,1.0
1695,c01695.jpg,Basketball,1.0
1696,c01696.jpg,Basketball,1.0
1697,c01697.jpg,Basketball,1.0
1698,c01698.jpg,Basketball,1.0
1699,c01699.jpg,Basketball,1.0
1700,c01700.jpg,Basketball,1.0
1701,c01701.jpg,Basketball,1.0
1702,c01702.jpg,Basketball,1.0
1703,c01703.jpg,Basketball,1.0
1704,c01704.jpg,Basketball,1.0
1705,c01705.jpg,Basketball,1.0
1706,c01706.jpg,Basketball,0.98
1707,c01707.jpg,Basketball,0.81
1708,c01708.jpg,Made_Shot,1.0
1709,c01709.jpg,Made_Shot,1.0
1710,c01710.jpg,Made_Shot,1.0
1711,c01711.jpg,Made_Shot,1.0
1712,c01712.jpg,Made_Shot,1.0
1713,c01713.jpg,Made_Shot,1.0
1714,c01714.jpg,Made_Shot,1.0
1715,c01715.jpg,Made_Shot,1.0
1716,c01716.jpg,Made_Shot,1.0
1717,c01717.jpg,Made_Shot,1.0
1718,c01718.jpg,Made_Shot,1.0
1719,c01719.jpg,Made_Shot,1.0
1720,c01720.jpg,Made_Shot,1.0
1721,c01721.jpg,Made_Shot,1.0
1722,c01722.jpg,Made_Shot,1.0
1723,c01723.jpg,Made_Shot,1.0
1724,c01724.jpg,Made_Shot,1.0
1725,c01725.jpg,Made_Shot,1.0
1726,c01726.jpg,Made_Shot,1.0
1727,c01727.jpg,Made_Shot,0.99
1728,c01728.jpg,Made_Shot,1.0
1729,c01729.jpg,Made_Shot,0.97
1730,c01730.jpg,Basketball,0.95
1731,c01731.jpg,Basketball,1.0
1732,c01732.jpg,Basketball,1.0
1733,c01733.jpg,Basketball,1.0
1734,c01734.jpg,Basketball,1.0
1735,c01735.jpg,Basketball,1.0
1736,c01736.jpg,Basketball,1.0
1737,c01737.jpg,Basketball,1.0
1738,c01738.jpg,Basketball,1.0
1739,c01739.jpg,Basketball,1.0
1740,c01740.jpg,Basketball,1.0
1741,c01741.jpg,Basketball,1.0
1742,c01742.jpg,Basketball,0.99
1743,c01743.jpg,Basketball,1.0
1744,c01744.jpg,Basketball,1.0
1745,c01745.jpg,Basketball,0.99
1746,c01746.jpg,Basketball,0.99
1747,c01747.jpg,Basketball,0.86
1748,c01748.jpg,Basketball,0.94
1749,c01749.jpg,Basketball,0.98
1750,c01750.jpg,Basketball,0.99
1751,c01751.jpg,Basketball,1.0
1752,c01752.jpg,Basketball,1.0
1753,c01753.jpg,Basketball,1.0
1754,c01754.jpg,Basketball,0.99
1756,c01756.jpg,Basketball,0.98
1757,c01757.jpg,Basketball,1.0
1758,c01758.jpg,Basketball,1.0
1759,c01759.jpg,Basketball,1.0
1760,c01760.jpg,Basketball,1.0
1761,c01761.jpg,Basketball,1.0
1762,c01762.jpg,Basketball,1.0
1763,c01763.jpg,Basketball,1.0
1764,c01764.jpg,Basketball,1.0
1765,c01765.jpg,Basketball,1.0
1766,c01766.jpg,Basketball,1.0
1767,c01767.jpg,Basketball,1.0
1768,c01768.jpg,Basketball,1.0
1769,c01769.jpg,Basketball,1.0
1770,c01770.jpg,Basketball,1.0
1771,c01771.jpg,Basketball,1.0
1772,c01772.jpg,Basketball,1.0
1773,c01773.jpg,Basketball,1.0
1774,c01774.jpg,Basketball,1.0
1775,c01775.jpg,Basketball,1.0
1776,c01776.jpg,Basketball,1.0
1777,c01777.jpg,Basketball,1.0
1778,c01778.jpg,Basketball,1.0
1779,c01779.jpg,Basketball,1.0
1780,c01780.jpg,Basketball,1.0
1781,c01781.jpg,Basketball,1.0
1782,c01782.jpg,Basketball,1.0
1783,c01783.jpg,Basketball,0.98
1784,c01784.jpg,Basketball,0.99
1785,c01785.jpg,Basketball,0.98
1788,c01788.jpg,Made_Shot,1.0
1789,c01789.jpg,Made_Shot,1.0
1790,c01790.jpg,Made_Shot,1.0
1791,c01791.jpg,Made_Shot,1.0
1792,c01792.jpg,Made_Shot,1.0
1793,c01793.jpg,Made_Shot,1.0
1794,c01794.jpg,Made_Shot,1.0
1795,c01795.jpg,Made_Shot,1.0
1796,c01796.jpg,Made_Shot,1.0
1797,c01797.jpg,Made_Shot,1.0
1798,c01798.jpg,Made_Shot,1.0
1799,c01799.jpg,Made_Shot,1.0
1800,c01800.jpg,Made_Shot,1.0
1801,c01801.jpg,Made_Shot,1.0
1802,c01802.jpg,Made_Shot,1.0
1803,c01803.jpg,Made_Shot,1.0
1804,c01804.jpg,Made_Shot,1.0
1805,c01805.jpg,Made_Shot,1.0
1806,c01806.jpg,Made_Shot,0.99
1807,c01807.jpg,Basketball,1.0
1808,c01808.jpg,Basketball,1.0
1809,c01809.jpg,Basketball,1.0
1810,c01810.jpg,Basketball,1.0
1811,c01811.jpg,Basketball,1.0
1812,c01812.jpg,Basketball,1.0
1813,c01813.jpg,Basketball,1.0
1814,c01814.jpg,Basketball,1.0
1815,c01815.jpg,Basketball,1.0
1816,c01816.jpg,Basketball,1.0
1817,c01817.jpg,Basketball,1.0
1818,c01818.jpg,Basketball,0.99
1819,c01819.jpg,Basketball,0.89
1843,c01843.jpg,Basketball,1.0
1844,c01844.jpg,Basketball,1.0
1845,c01845.jpg,Basketball,1.0
1846,c01846.jpg,Basketball,1.0
1847,c01847.jpg,Basketball,0.98
1848,c01848.jpg,Basketball,0.91
1851,c01851.jpg,Basketball,0.96
1852,c01852.jpg,Basketball,0.95
1853,c01853.jpg,Basketball,0.95
1854,c01854.jpg,Basketball,0.98
1855,c01855.jpg,Basketball,0.98
1856,c01856.jpg,Basketball,1.0
1857,c01857.jpg,Basketball,1.0
1858,c01858.jpg,Basketball,1.0
1859,c01859.jpg,Basketball,0.99
1860,c01860.jpg,Basketball,0.98
1862,c01862.jpg,Basketball,0.99
1863,c01863.jpg,Basketball,1.0
1864,c01864.jpg,Basketball,0.99
1865,c01865.jpg,Basketball,0.99
1866,c01866.jpg,Basketball,1.0
1867,c01867.jpg,Basketball,1.0
1868,c01868.jpg,Basketball,0.99
1869,c01869.jpg,Basketball,1.0
1870,c01870.jpg,Basketball,1.0
1871,c01871.jpg,Basketball,0.99
1872,c01872.jpg,Basketball,1.0
1873,c01873.jpg,Basketball,0.99
1874,c01874.jpg,Basketball,0.99
1875,c01875.jpg,Basketball,1.0
1876,c01876.jpg,Basketball,1.0
1877,c01877.jpg,Basketball,1.0
1878,c01878.jpg,Basketball,0.99
1879,c01879.jpg,Basketball,1.0
1880,c01880.jpg,Basketball,1.0
1881,c01881.jpg,Basketball,1.0
1882,c01882.jpg,Basketball,1.0
1883,c01883.jpg,Basketball,1.0
1884,c01884.jpg,Basketball,1.0
1885,c01885.jpg,Basketball,1.0
1886,c01886.jpg,Basketball,1.0
1887,c01887.jpg,Basketball,1.0
1888,c01888.jpg,Basketball,0.99
1889,c01889.jpg,Basketball,1.0
1890,c01890.jpg,Basketball,0.99
1891,c01891.jpg,Basketball,0.95
1893,c01893.jpg,Basketball,1.0
1894,c01894.jpg,Basketball,1.0
1895,c01895.jpg,Basketball,0.99
1896,c01896.jpg,Basketball,1.0
1897,c01897.jpg,Basketball,1.0
1898,c01898.jpg,Basketball,1.0
1899,c01899.jpg,Basketball,0.99
1900,c01900.jpg,Basketball,1.0
1901,c01901.jpg,Basketball,0.99
1902,c01902.jpg,Basketball,1.0
1903,c01903.jpg,Basketball,1.0
1904,c01904.jpg,Basketball,1.0
1905,c01905.jpg,Basketball,0.99
1906,c01906.jpg,Basketball,1.0
1907,c01907.jpg,Basketball,1.0
1908,c01908.jpg,Basketball,1.0
1909,c01909.jpg,Basketball,0.99
1910,c01910.jpg,Basketball,0.9
1914,c01914.jpg,Basketball,0.94
1915,c01915.jpg,Basketball,0.99
1916,c01916.jpg,Basketball,1.0
1917,c01917.jpg,Basketball,0.98
1918,c01918.jpg,Basketball,0.99
1919,c01919.jpg,Basketball,0.99
1920,c01920.jpg,Basketball,0.99
1921,c01921.jpg,Basketball,0.98
1922,c01922.jpg,Basketball,0.99
1923,c01923.jpg,Basketball,0.98
1924,c01924.jpg,Basketball,0.96
1925,c01925.jpg,Basketball,0.98
1928,c01928.jpg,Basketball,0.86
2064,c02064.jpg,Basketball,0.84
2065,c02065.jpg,Basketball,1.0
2066,c02066.jpg,Basketball,0.99
2067,c02067.jpg,Basketball,0.99
2068,c02068.jpg,Basketball,1.0
2069,c02069.jpg,Basketball,1.0
2070,c02070.jpg,Basketball,1.0
2071,c02071.jpg,Basketball,1.0
2072,c02072.jpg,Basketball,1.0
2073,c02073.jpg,Basketball,1.0
2074,c02074.jpg,Basketball,1.0
2075,c02075.jpg,Basketball,1.0
2076,c02076.jpg,Basketball,1.0
2077,c02077.jpg,Basketball,1.0
2078,c02078.jpg,Basketball,1.0
2079,c02079.jpg,Basketball,1.0
2080,c02080.jpg,Basketball,1.0
2081,c02081.jpg,Basketball,1.0
2082,c02082.jpg,Basketball,1.0
2083,c02083.jpg,Basketball,1.0
2084,c02084.jpg,Basketball,1.0
2085,c02085.jpg,Basketball,1.0
2086,c02086.jpg,Basketball,1.0
2087,c02087.jpg,Basketball,1.0
2089,c02089.jpg,Basketball,0.98
2090,c02090.jpg,Basketball,0.99
2091,c02091.jpg,Basketball,1.0
2092,c02092.jpg,Made_Shot,1.0
2093,c02093.jpg,Made_Shot,1.0
2094,c02094.jpg,Made_Shot,1.0
2095,c02095.jpg,Made_Shot,1.0
2096,c02096.jpg,Made_Shot,1.0
2097,c02097.jpg,Made_Shot,1.0
2098,c02098.jpg,Made_Shot,1.0
2099,c02099.jpg,Made_Shot,1.0
2100,c02100.jpg,Made_Shot,1.0
2101,c02101.jpg,Made_Shot,1.0
2102,c02102.jpg,Made_Shot,1.0
2103,c02103.jpg,Made_Shot,1.0
2104,c02104.jpg,Made_Shot,1.0
2105,c02105.jpg,Made_Shot,1.0
2106,c02106.jpg,Made_Shot,1.0
2107,c02107.jpg,Made_Shot,1.0
2108,c02108.jpg,Made_Shot,1.0
2109,c02109.jpg,Made_Shot,1.0
2110,c02110.jpg,Made_Shot,1.0
2111,c02111.jpg,Basketball,0.81
2112,c02112.jpg,Basketball,1.0
2113,c02113.jpg,Basketball,1.0
2114,c02114.jpg,Basketball,1.0
2115,c02115.jpg,Basketball,1.0
2116,c02116.jpg,Basketball,1.0
2117,c02117.jpg,Basketball,1.0
2118,c02118.jpg,Basketball,1.0
2119,c02119.jpg,Basketball,1.0
2120,c02120.jpg,Basketball,1.0
2121,c02121.jpg,Basketball,1.0
2122,c02122.jpg,Basketball,1.0
2123,c02123.jpg,Basketball,1.0
2124,c02124.jpg,Basketball,0.95
2134,c02134.jpg,Basketball,0.99
2135,c02135.jpg,Basketball,0.99
2136,c02136.jpg,Basketball,1.0
2137,c02137.jpg,Basketball,1.0
2138,c02138.jpg,Basketball,1.0
2139,c02139.jpg,Basketball,1.0
2140,c02140.jpg,Basketball,0.99
2141,c02141.jpg,Basketball,1.0
2142,c02142.jpg,Basketball,0.99
2143,c02143.jpg,Basketball,1.0
2144,c02144.jpg,Basketball,1.0
2145,c02145.jpg,Basketball,1.0
2146,c02146.jpg,Basketball,0.99
2147,c02147.jpg,Basketball,1.0
2148,c02148.jpg,Basketball,1.0
2149,c02149.jpg,Basketball,1.0
2150,c02150.jpg,Basketball,1.0
2151,c02151.jpg,Basketball,1.0
2152,c02152.jpg,Basketball,1.0
2153,c02153.jpg,Basketball,1.0
2154,c02154.jpg,Basketball,0.99
2155,c02155.jpg,Basketball,0.84
2170,c02170.jpg,Basketball,0.89
2171,c02171.jpg,Basketball,0.92
2172,c02172.jpg,Basketball,0.91
2173,c02173.jpg,Basketball,0.9
2174,c02174.jpg,Basketball,0.92
2175,c02175.jpg,Basketball,0.87
2229,c02229.jpg,Basketball,0.82
2230,c02230.jpg,Basketball,0.89
2231,c02231.jpg,Basketball,0.9
2232,c02232.jpg,Basketball,0.92
2233,c02233.jpg,Basketball,0.99
2234,c02234.jpg,Basketball,1.0
2235,c02235.jpg,Basketball,1.0
2236,c02236.jpg,Basketball,1.0
2237,c02237.jpg,Basketball,1.0
2238,c02238.jpg,Basketball,1.0
2239,c02239.jpg,Basketball,1.0
2240,c02240.jpg,Basketball,1.0
2241,c02241.jpg,Basketball,1.0
2242,c02242.jpg,Basketball,1.0
2243,c02243.jpg,Basketball,1.0
2244,c02244.jpg,Basketball,1.0
2245,c02245.jpg,Basketball,1.0
2246,c02246.jpg,Basketball,0.99
2247,c02247.jpg,Made_Shot,0.95
2248,c02248.jpg,Made_Shot,0.82
2249,c02249.jpg,Basketball,0.99
2250,c02250.jpg,Basketball,0.99
2251,c02251.jpg,Basketball,1.0
2252,c02252.jpg,Basketball,1.0
2253,c02253.jpg,Basketball,1.0
2254,c02254.jpg,Basketball,1.0
2255,c02255.jpg,Basketball,0.99
2256,c02256.jpg,Basketball,1.0
2257,c02257.jpg,Basketball,1.0
2258,c02258.jpg,Basketball,1.0
2259,c02259.jpg,Basketball,1.0
2260,c02260.jpg,Basketball,1.0
2261,c02261.jpg,Basketball,1.0
2262,c02262.jpg,Basketball,1.0
2263,c02263.jpg,Basketball,1.0
2264,c02264.jpg,Basketball,1.0
2265,c02265.jpg,Basketball,1.0
2266,c02266.jpg,Basketball,1.0
2267,c02267.jpg,Basketball,1.0
2268,c02268.jpg,Basketball,1.0
2269,c02269.jpg,Basketball,1.0
2270,c02270.jpg,Basketball,1.0
2271,c02271.jpg,Basketball,1.0
2272,c02272.jpg,Basketball,1.0
2273,c02273.jpg,Basketball,0.87
2279,c02279.jpg,Basketball,0.95
2281,c02281.jpg,Basketball,1.0
2282,c02282.jpg,Basketball,1.0
2283,c02283.jpg,Basketball,1.0
2284,c02284.jpg,Basketball,1.0
2285,c02285.jpg,Basketball,1.0
2286,c02286.jpg,Basketball,1.0
2287,c02287.jpg,Basketball,1.0
2288,c02288.jpg,Basketball,0.99
2289,c02289.jpg,Basketball,1.0
2290,c02290.jpg,Basketball,0.97
2295,c02295.jpg,Basketball,0.99
2296,c02296.jpg,Basketball,0.99
2297,c02297.jpg,Basketball,0.99
2298,c02298.jpg,Basketball,1.0
2299,c02299.jpg,Basketball,1.0
2300,c02300.jpg,Basketball,1.0
2301,c02301.jpg,Basketball,1.0
2302,c02302.jpg,Basketball,1.0
2303,c02303.jpg,Basketball,1.0
2304,c02304.jpg,Basketball,1.0
2305,c02305.jpg,Basketball,1.0
2306,c02306.jpg,Basketball,1.0
2307,c02307.jpg,Basketball,1.0
2308,c02308.jpg,Basketball,1.0
2309,c02309.jpg,Basketball,1.0
2310,c02310.jpg,Basketball,1.0
2311,c02311.jpg,Basketball,1.0
2312,c02312.jpg,Basketball,1.0
2313,c02313.jpg,Basketball,0.99
2314,c02314.jpg,Basketball,1.0
2315,c02315.jpg,Basketball,1.0
2316,c02316.jpg,Basketball,0.99
2317,c02317.jpg,Basketball,0.99
2318,c02318.jpg,Basketball,0.99
2319,c02319.jpg,Basketball,1.0
2320,c02320.jpg,Basketball,1.0
2321,c02321.jpg,Basketball,1.0
2322,c02322.jpg,Basketball,1.0
2323,c02323.jpg,Basketball,0.99
2324,c02324.jpg,Basketball,1.0
2325,c02325.jpg,Basketball,0.98
2326,c02326.jpg,Basketball,1.0
2327,c02327.jpg,Basketball,1.0
2328,c02328.jpg,Basketball,0.89
2330,c02330.jpg,Basketball,0.81
2331,c02331.jpg,Basketball,1.0
2332,c02332.jpg,Basketball,0.98
2333,c02333.jpg,Basketball,1.0
2334,c02334.jpg,Basketball,1.0
2335,c02335.jpg,Basketball,0.99
2336,c02336.jpg,Basketball,1.0
2337,c02337.jpg,Basketball,1.0
2338,c02338.jpg,Basketball,1.0
2339,c02339.jpg,Basketball,0.99
2340,c02340.jpg,Basketball,0.98
2341,c02341.jpg,Basketball,1.0
2342,c02342.jpg,Basketball,0.97
2343,c02343.jpg,Basketball,1.0
2344,c02344.jpg,Basketball,1.0
2345,c02345.jpg,Basketball,1.0
2346,c02346.jpg,Basketball,0.98
2347,c02347.jpg,Basketball,0.99
2348,c02348.jpg,Basketball,0.99
2349,c02349.jpg,Basketball,0.99
2350,c02350.jpg,Basketball,0.96
2351,c02351.jpg,Basketball,0.98
2352,c02352.jpg,Basketball,0.99
2353,c02353.jpg,Basketball,0.99
2354,c02354.jpg,Basketball,1.0
2355,c02355.jpg,Basketball,1.0
2356,c02356.jpg,Basketball,0.99
2357,c02357.jpg,Basketball,1.0
2358,c02358.jpg,Basketball,1.0
2359,c02359.jpg,Basketball,1.0
2360,c02360.jpg,Basketball,1.0
2361,c02361.jpg,Basketball,0.99
2362,c02362.jpg,Basketball,0.97
2363,c02363.jpg,Basketball,1.0
2364,c02364.jpg,Basketball,0.98
2380,c02380.jpg,Basketball,0.88
2381,c02381.jpg,Basketball,0.99
2382,c02382.jpg,Basketball,1.0
